optimization_pass,opt_mode,circuit_type,num_qubits,topology,status,error
qlego-qiskit_CommutationAnalysisPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutativeOptimizationPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeCliffordsPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeCliffordTPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CollectCliffordsPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Collect2qBlocksPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CollectMultiQBlocksPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveIdentityEquivalentPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeSwapBeforeMeasurePass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveDiagonalGatesBeforeMeasurePass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveFinalResetPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SquashTK1Pass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SquashRzPhasedXPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_DecomposeSingleQubitsTK1Pass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_FullPeepholeOptimizePass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_CliffordSimpPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_PeepholeOptimize2QPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_KAKDecompositionPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemoveRedundanciesPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemovePhaseOpsPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_DelayMeasuresPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SimplifyMeasuresPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemoveDiscardedPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SynthesiseTketPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_GroupSingleQuditGatePassPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_ScanningGateRemovalPassPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_IterativeScanningGateRemovalPassPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_TreeScanningGateRemovalPassPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_QuickPartitionerPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeSingleQubitGatesToPhxzPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeSingleQubitGatesPhasedXAndZPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_EjectZPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_EjectPhasedPaulisPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeKQubitUnitariesPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DropNegligibleOperationsPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DropEmptyMomentsPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DeferMeasurementsPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_OptimizeForTargetGatesetPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_AlignLeftPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_AlignRightPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_StratifiedCircuitPass,Standalone,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
Baseline (No Optimization),Baseline,Amplitude Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_PresetOptimizationPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGatesPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGateDecompositionPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGateSimpleCommutationPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutativeCancellationPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutationAnalysisPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutativeOptimizationPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeCliffordsPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeCliffordTPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CollectCliffordsPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Collect2qBlocksPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CollectMultiQBlocksPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveIdentityEquivalentPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeSwapBeforeMeasurePass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveDiagonalGatesBeforeMeasurePass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveFinalResetPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SquashTK1Pass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SquashRzPhasedXPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_DecomposeSingleQubitsTK1Pass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_FullPeepholeOptimizePass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_CliffordSimpPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_PeepholeOptimize2QPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_KAKDecompositionPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemoveRedundanciesPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemovePhaseOpsPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_DelayMeasuresPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SimplifyMeasuresPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemoveDiscardedPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SynthesiseTketPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_GroupSingleQuditGatePassPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_ScanningGateRemovalPassPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_IterativeScanningGateRemovalPassPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_TreeScanningGateRemovalPassPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_QuickPartitionerPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeSingleQubitGatesToPhxzPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeSingleQubitGatesPhasedXAndZPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_EjectZPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_EjectPhasedPaulisPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeKQubitUnitariesPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DropNegligibleOperationsPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DropEmptyMomentsPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DeferMeasurementsPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_OptimizeForTargetGatesetPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_AlignLeftPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_AlignRightPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_StratifiedCircuitPass,Standalone,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
Baseline (No Optimization),Baseline,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_PresetOptimizationPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGatesPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGateDecompositionPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGateSimpleCommutationPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutativeCancellationPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutationAnalysisPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutativeOptimizationPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeCliffordsPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeCliffordTPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CollectCliffordsPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Collect2qBlocksPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CollectMultiQBlocksPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveIdentityEquivalentPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeSwapBeforeMeasurePass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveDiagonalGatesBeforeMeasurePass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveFinalResetPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SquashTK1Pass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SquashRzPhasedXPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_DecomposeSingleQubitsTK1Pass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_FullPeepholeOptimizePass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_CliffordSimpPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_PeepholeOptimize2QPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_KAKDecompositionPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemoveRedundanciesPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemovePhaseOpsPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_DelayMeasuresPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SimplifyMeasuresPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemoveDiscardedPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SynthesiseTketPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_GroupSingleQuditGatePassPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_ScanningGateRemovalPassPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_IterativeScanningGateRemovalPassPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_TreeScanningGateRemovalPassPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_QuickPartitionerPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeSingleQubitGatesToPhxzPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeSingleQubitGatesPhasedXAndZPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_EjectZPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_EjectPhasedPaulisPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeKQubitUnitariesPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DropNegligibleOperationsPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DropEmptyMomentsPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DeferMeasurementsPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_OptimizeForTargetGatesetPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_AlignLeftPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_AlignRightPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_StratifiedCircuitPass,Standalone,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
Baseline (No Optimization),Baseline,W State Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_PresetOptimizationPass,Standalone,Half Adder Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGatesPass,Standalone,Half Adder Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGateDecompositionPass,Standalone,Half Adder Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGateSimpleCommutationPass,Standalone,Half Adder Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutativeCancellationPass,Standalone,Half Adder Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutationAnalysisPass,Standalone,Half Adder Circuit,5,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
